P1SigVar,P1SigCrestFactor,P1SigMAD,P2SigVar,P2SigSkewness,P2SigMAD,P3SigVar,P3SigSkewness,P3SigMAD,PistSigVar,PistSigPeak,PistSigPeak2Peak,PistSigMAD,fault_type
573962945.5,1.001016702,21167.15053,32699000000000.0,-1.277158486,4775450.305,32722900000000.0,-1.276270906,4777921.948,0.029720177,0.502283109,0.502283109,0.143992168,2
577240301.5,1.001021371,21237.3691,32743900000000.0,-1.273690666,4781475.947,32767900000000.0,-1.272801158,4783947.347,0.030034681,0.50458716,0.50458716,0.144835103,2
55209171.7,1.000675485,6455.517198,27938600000000.0,-0.705408547,4546462.708,27948200000000.0,-0.705157527,4547330.119,0.011179275,0.333333338,0.333333338,0.090946602,1
580549169.9,1.001026072,21307.98893,32789000000000.0,-1.270207486,4787513.5,32813000000000.0,-1.269316035,4789996.558,0.030353893,0.506912446,0.506912446,0.145686531,2
583890130.9,1.001030824,21379.02072,32834200000000.0,-1.266708798,4793578.464,32858300000000.0,-1.265815389,4796061.218,0.030677906,0.509259263,0.509259263,0.146546315,2
48117977.71,1.000675498,6010.013209,27586100000000.0,-0.661885507,4522749.925,27595000000000.0,-0.66165337,4523558.329,0.011037996,0.333333336,0.333333336,0.090471167,1
338888424.3,1.000673644,15489.63025,28597800000000.0,-1.592804095,4218582.595,28615900000000.0,-1.592066098,4220509.099,0.011400258,0.332661308,0.332661308,0.08424,0
329093220.6,1.000675002,15201.60115,28549400000000.0,-1.589118008,4213544.49,28567500000000.0,-1.588381561,4215462.106,0.011426981,0.333333342,0.333333342,0.084309242,1
587263450.1,1.001035613,21450.53014,32879600000000.0,-1.263194453,4799662.989,32903800000000.0,-1.262299069,4802157.397,0.031006813,0.511627911,0.511627911,0.147415064,2
40999282.91,1.000675404,5542.409178,27121500000000.0,-0.618688224,4488534.41,27129600000000.0,-0.618476544,4489280.618,0.01085185,0.333284149,0.333284149,0.089785612,1
338933105.2,1.000673699,15490.85095,28598800000000.0,-1.592725795,4218720.792,28616900000000.0,-1.591987767,4220647.327,0.011402956,0.33269484,0.33269484,0.084251252,0
338977987.6,1.000673848,15492.09467,28599800000000.0,-1.592647488,4218858.995,28617900000000.0,-1.591909428,4220785.558,0.011405656,0.332728417,0.332728417,0.084262507,0
339022685.5,1.000673825,15493.33573,28600800000000.0,-1.592569174,4218997.193,28618900000000.0,-1.591831082,4220923.787,0.011408356,0.332761931,0.332761931,0.084273763,0
34471649.7,1.000673529,5080.654877,26524100000000.0,-0.576676611,4442097.092,26531600000000.0,-0.576485217,4442780.83,0.010612624,0.332349638,0.332349638,0.088855617,1
28742445.13,1.000669091,4636.804821,25790100000000.0,-0.536080183,4382852.293,25796800000000.0,-0.53590785,4383475.723,0.010318708,0.330170568,0.330170568,0.087669514,1
590669609.7,1.001040448,21522.76842,32925200000000.0,-1.259664298,4805766.776,32949500000000.0,-1.258766923,4808260.814,0.031340709,0.514018695,0.514018695,0.148292156,2
594109203.6,1.001045331,21595.43567,32971000000000.0,-1.256118177,4811899.083,32995300000000.0,-1.255218794,4814404.769,0.031679693,0.516431929,0.516431929,0.149178739,2
597582523.7,1.00105026,21668.53597,33016900000000.0,-1.252555934,4818041.153,33041300000000.0,-1.251654527,4820548.27,0.032023864,0.518867929,0.518867929,0.150073673,2
328069129.7,1.000675003,15179.04688,28543100000000.0,-1.588718207,4212884.226,28561200000000.0,-1.58798213,4214807.744,0.011424471,0.333333342,0.333333342,0.084296155,1
23754144.2,1.000662057,4211.627623,24919700000000.0,-0.496970061,4310428.079,24925700000000.0,-0.496815502,4310993.532,0.009970289,0.326724281,0.326724281,0.086219871,1
601090071.2,1.001055235,21742.07741,33063100000000.0,-1.24897741,4824222.018,33087500000000.0,-1.248073961,4826738.904,0.032373327,0.521327018,0.521327018,0.150978563,2
19439322.64,1.000652385,3805.000294,23915600000000.0,-0.45938219,4224455.627,23920900000000.0,-0.459244077,4224965.504,0.009568358,0.321995242,0.321995242,0.08449931,1
15738267.52,1.00064006,3417.247699,22782300000000.0,-0.423319843,4124583.362,22787000000000.0,-0.423196891,4125040.185,0.009114784,0.315969217,0.315969217,0.082500804,1
339067401.7,1.000673931,15494.57689,28601800000000.0,-1.592490852,4219135.393,28619900000000.0,-1.591752729,4221062.016,0.011411058,0.332795507,0.332795507,0.084285022,0
12588607.58,1.000625048,3048.527175,21526700000000.0,-0.388765425,4010486.816,21530800000000.0,-0.388656374,4010892.887,0.008612302,0.308632247,0.308632247,0.080217858,1
604632386.4,1.001060258,21816.12806,33109400000000.0,-1.245382441,4830403.236,33133900000000.0,-1.244476933,4832931.754,0.032728186,0.523809527,0.523809527,0.151892141,2
339112132.5,1.000673962,15495.81805,28602800000000.0,-1.592412523,4219273.594,28620900000000.0,-1.591674369,4221200.246,0.01141376,0.332829055,0.332829055,0.084296283,0
608209880.3,1.001065331,21890.74174,33155900000000.0,-1.241770864,4836631.956,33180500000000.0,-1.24086328,4839159.959,0.033088549,0.526315794,0.526315794,0.152815578,2
611823023.4,1.001070451,21965.81946,33202500000000.0,-1.238142511,4842863.261,33227200000000.0,-1.237232834,4845402.883,0.033454527,0.528846157,0.528846157,0.153748361,2
335607057.8,1.000668645,15399.0904,28524000000000.0,-1.598578242,4208438.557,28542000000000.0,-1.597842568,4210353.297,0.011203035,0.330198131,0.330198131,0.083415044,0
339156890.7,1.000674028,15497.05954,28603800000000.0,-1.592334188,4219411.793,28621900000000.0,-1.591596001,4221338.475,0.011416463,0.332862625,0.332862625,0.084307547,0
339201707.4,1.0006741,15498.30216,28604800000000.0,-1.592255844,4219549.996,28622900000000.0,-1.591517626,4221476.707,0.011419167,0.332896205,0.332896205,0.084318812,0
339246438.4,1.00067418,15499.5422,28605800000000.0,-1.592177493,4219688.198,28623900000000.0,-1.591439244,4221614.938,0.011421872,0.332929799,0.332929799,0.08433008,0
9934880.201,1.000607331,2699.105443,20157900000000.0,-0.355687677,3881831.154,20161300000000.0,-0.355591348,3882189.245,0.00806452,0.29997041,0.29997041,0.077643785,1
339291159.7,1.000674318,15500.78162,28606800000000.0,-1.592099136,4219826.399,28624900000000.0,-1.591360855,4221753.169,0.011424577,0.332963416,0.332963416,0.084341351,0
615472377.1,1.001075622,22041.50413,33249400000000.0,-1.234497214,4849128.969,33274100000000.0,-1.233585426,4851667.997,0.033826233,0.531400969,0.531400969,0.154690864,2
619158410.3,1.001080843,22117.67747,33296400000000.0,-1.2308348,4855411.057,33321200000000.0,-1.229920882,4857961.69,0.034203783,0.533980587,0.533980587,0.155643433,2
339335850.9,1.000674333,15502.02501,28607800000000.0,-1.592020797,4219964.462,28626000000000.0,-1.591282485,4221891.261,0.011427283,0.332996995,0.332996995,0.084352621,0
339376329.6,1.000674418,15503.26422,28608800000000.0,-1.591942878,4220100.157,28626900000000.0,-1.591204534,4222026.985,0.011429979,0.333030608,0.333030608,0.084363845,0
339399262.1,1.000674435,15503.42519,28609700000000.0,-1.591866483,4220226.147,28627800000000.0,-1.591128106,4222153.004,0.011432632,0.333064198,0.333064198,0.084374878,0
409194036.5,1.000778682,17342.24247,30045500000000.0,-1.480710337,4416724.265,30065500000000.0,-1.479924564,4418837.256,0.016011222,0.38461539,0.38461539,0.101973167,2
7721441.665,1.00058688,2369.050875,18687100000000.0,-0.324040412,3738308.222,18690000000000.0,-0.32395568,3738621.143,0.007476002,0.289969117,0.289969117,0.074772423,1
622881627.7,1.001086111,22194.43754,33343600000000.0,-1.227155095,4861713.042,33368500000000.0,-1.226239028,4864262.999,0.034587297,0.536585369,0.536585369,0.15660554,2
339381492.1,1.000674567,15499.90867,28610300000000.0,-1.5917929,4220328.763,28628400000000.0,-1.59105449,4222255.649,0.011435181,0.333097842,0.333097842,0.084385446,0
626642602.1,1.00109144,22271.74858,33391000000000.0,-1.22345792,4868046.569,33415900000000.0,-1.222539686,4870608.113,0.034976896,0.539215692,0.539215692,0.157578498,2
5898041.408,1.000563675,2058.756678,17128100000000.0,-0.293776077,3579600.531,17130500000000.0,-0.293701908,3579871.157,0.006852216,0.278614005,0.278614005,0.071597423,1
4415827.313,1.000537689,1768.450843,15497200000000.0,-0.264834506,3405417.384,15499200000000.0,-0.26476993,3405648.5,0.006199669,0.265889262,0.265889262,0.06811297,1
3230179.231,1.0005089,1498.490741,13813000000000.0,-0.237162382,3215446.685,13814600000000.0,-0.237106511,3215641.406,0.005525822,0.251779907,0.251779907,0.064312828,1
339290291.2,1.000674628,15492.00745,28610400000000.0,-1.591722393,4220387.552,28628500000000.0,-1.590983949,4222314.467,0.011437543,0.333131466,0.333131466,0.084395141,0
339085814.0,1.00067464,15479.40552,28609800000000.0,-1.591652509,4220374.626,28627900000000.0,-1.590914037,4222301.57,0.01143961,0.333165075,0.333165075,0.084403403,0
2298909.428,1.000477283,1249.153257,12097000000000.0,-0.210694137,3009407.886,12098200000000.0,-0.210646154,3009569.132,0.004839262,0.236268562,0.236268562,0.060191383,1
335651124.0,1.000668734,15400.30212,28525000000000.0,-1.598500475,4208575.407,28543000000000.0,-1.59776477,4210490.177,0.011205668,0.330231181,0.330231181,0.083426104,0
630441812.0,1.001096808,22349.55221,33438600000000.0,-1.219743096,4874384.064,33463600000000.0,-1.218822676,4876956.547,0.035372705,0.541871924,0.541871924,0.158561149,2
1583299.456,1.000442812,1020.902597,10373100000000.0,-0.185376312,2786992.694,10374000000000.0,-0.185335466,2787123.543,0.004149606,0.219339503,0.219339503,0.055742471,1
1047676.906,1.000405464,814.210118,8668520000000.0,-0.161143744,2547921.112,8669180000000.0,-0.161109355,2548024.67,0.003467671,0.200973722,0.200973722,0.050960493,1
338721534.1,1.000674709,15461.95792,28608100000000.0,-1.591575946,4220254.064,28626300000000.0,-1.590837457,4222181.037,0.011441258,0.333198715,0.333198715,0.084409516,0
634279828.5,1.001102241,22427.85566,33486300000000.0,-1.21601044,4880769.644,33511400000000.0,-1.215087815,4883341.988,0.035774854,0.54455446,0.54455446,0.159554738,2
638157209.1,1.001107718,22506.68559,33534200000000.0,-1.212259765,4887159.281,33559400000000.0,-1.211334915,4889743.178,0.036183473,0.547263682,0.547263682,0.160558731,2
659425.4041,1.000365212,629.4388064,7013070000000.0,-0.137944774,2291890.9,7013520000000.0,-0.137916211,2291970.295,0.002805409,0.181154395,0.181154395,0.045839406,1
642074501.1,1.001113257,22586.19027,33582400000000.0,-1.208490883,4893580.022,33607600000000.0,-1.207563788,4896163.051,0.036598697,0.550000003,0.550000003,0.161573381,2
389268.8215,1.000322034,467.1186556,5439830000000.0,-0.115718477,2018616.025,5440120000000.0,-0.115695183,2018674.398,0.002176047,0.159861063,0.159861063,0.040373488,1
210846.075,1.0002759,327.8834839,3985000000000.0,-0.094415715,1727799.607,3985180000000.0,-0.094397157,1727840.163,0.001594071,0.137075369,0.137075369,0.034556803,1
335694999.3,1.000668768,15401.50858,28526000000000.0,-1.598422701,4208712.253,28544000000000.0,-1.597686965,4210627.052,0.011208302,0.330264218,0.330264218,0.083437165,0
101208.9027,1.000226788,212.3331632,2688240000000.0,-0.07398111,1419141.985,2688330000000.0,-0.073966841,1419167.936,0.001075331,0.112775411,0.112775411,0.028383359,1
40367.28037,1.000174666,120.9686196,1592620000000.0,-0.054368966,1092342.932,1592660000000.0,-0.054358523,1092357.491,0.000637065,0.086941078,0.086941078,0.02184715,1
11693.38082,1.000119515,54.74693056,744961000000.0,-0.035529607,747095.1325,744973000000.0,-0.035522653,747101.5644,0.000297989,0.059548951,0.059548951,0.014942031,1
646032260.0,1.001118845,22666.21549,33630700000000.0,-1.204703601,4900022.984,33656000000000.0,-1.203774241,4902617.54,0.037020664,0.55276382,0.55276382,0.162599376,2
338146903.3,1.000674819,15438.94045,28605100000000.0,-1.591478203,4219981.609,28623200000000.0,-1.590739723,4221908.611,0.01144235,0.333232379,0.333232379,0.084412593,0
1652.778893,1.000061299,14.14587928,195870000000.0,-0.017421196,383086.4781,195872000000.0,-0.017417261,383088.0423,7.83487e-05,0.030576934,0.030576934,0.007661761,1
6.14324e-14,1.0,2.47732e-07,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1
337307106.1,1.000674898,15410.18366,28600300000000.0,-1.591334695,4219502.729,28618400000000.0,-1.590596273,4221429.76,0.011442744,0.333266035,0.333266035,0.084411542,0
336143789.2,1.000674922,15374.97433,28593400000000.0,-1.591108404,4218753.573,28611500000000.0,-1.590370122,4220680.634,0.011442301,0.333299675,0.333299675,0.084405087,0
334601148.5,1.000674989,15332.84114,28584100000000.0,-1.59074629,4217657.821,28602200000000.0,-1.590008275,4219584.859,0.01144089,0.33333334,0.33333334,0.084391697,1
391429768.0,1.000752404,16888.82622,29702000000000.0,-1.507150301,4369862.57,29721500000000.0,-1.506376277,4371926.923,0.014776644,0.371621629,0.371621629,0.097482154,2
411045179.8,1.000781408,17388.77433,30080500000000.0,-1.478019118,4421493.545,30100600000000.0,-1.477232132,4423607.243,0.016142583,0.385964918,0.385964918,0.102441431,2
650031113.4,1.001124495,22746.7684,33679200000000.0,-1.200897724,4906477.332,33704600000000.0,-1.19996608,4909077.433,0.037449517,0.555555556,0.555555556,0.163635914,2
335739062.2,1.000668928,15402.71948,28527000000000.0,-1.59834492,4208849.106,28545000000000.0,-1.597609152,4210763.934,0.011210937,0.330297311,0.330297311,0.083448229,0
326979026.4,1.000675029,15155.37533,28536500000000.0,-1.588261382,4212243.372,28554600000000.0,-1.587525722,4214163.776,0.011421828,0.333333352,0.333333352,0.084283276,1
412910529.1,1.000784161,17435.87166,30115600000000.0,-1.475319067,4426275.487,30135800000000.0,-1.47453086,4428400.317,0.016275468,0.387323949,0.387323949,0.102913529,2
325821126.8,1.000675006,15130.5675,28529600000000.0,-1.587743283,4211606.055,28547600000000.0,-1.587008095,4213523.007,0.011419054,0.333333342,0.333333342,0.08427046,1
324594233.6,1.000675005,15104.73294,28522300000000.0,-1.58715602,4210978.35,28540400000000.0,-1.586421359,4212891.509,0.011416149,0.33333334,0.33333334,0.08425783,1
414790314.3,1.000786928,17482.98137,30150900000000.0,-1.47261012,4431087.75,30171100000000.0,-1.471820686,4433213.289,0.016409899,0.388692586,0.388692586,0.103389427,2
416684480.0,1.000789711,17530.48116,30186300000000.0,-1.469892214,4435898.54,30206500000000.0,-1.469101544,4438024.76,0.0165459,0.390070929,0.390070929,0.103868665,2
335783098.1,1.000668933,15403.92933,28527900000000.0,-1.598267132,4208985.955,28546000000000.0,-1.597531333,4210900.813,0.011213573,0.330330348,0.330330348,0.083459295,0
323294878.0,1.000675013,15077.7298,28514800000000.0,-1.586495095,4210376.1,28532800000000.0,-1.585761028,4212293.203,0.011413118,0.333333342,0.333333342,0.084245864,1
335387339.6,1.000668341,15393.04207,28519000000000.0,-1.598966968,4207754.324,28537000000000.0,-1.59823145,4209668.918,0.011189883,0.330033026,0.330033026,0.083359781,0
321923472.5,1.000675024,15049.54564,28506900000000.0,-1.58575167,4209820.353,28524900000000.0,-1.585018261,4211732.883,0.011409963,0.333333343,0.333333343,0.084234658,1
418593341.3,1.000792521,17578.26231,30221800000000.0,-1.467165283,4440739.1,30242100000000.0,-1.466373371,4442876.496,0.016683493,0.391459082,0.391459082,0.104352259,2
420516998.4,1.000795352,17626.25608,30257400000000.0,-1.464429261,4445592.937,30277800000000.0,-1.463636099,4447731.013,0.016822704,0.39285715,0.39285715,0.104839374,2
320474842.9,1.000675018,15020.07625,28498700000000.0,-1.584920395,4209290.863,28516700000000.0,-1.584187721,4211198.467,0.01140669,0.333333339,0.333333339,0.084223969,1
422455671.1,1.000798197,17674.64602,30293200000000.0,-1.461684082,4450448.893,30313600000000.0,-1.460889662,4452598.162,0.016963557,0.394265239,0.394265239,0.105330279,2
318951539.6,1.000675018,14989.37928,28490300000000.0,-1.583991669,4208822.643,28508300000000.0,-1.583259807,4210732.693,0.011403303,0.33333334,0.33333334,0.084214654,1
424409376.1,1.000801072,17723.05561,30329100000000.0,-1.458929679,4455345.903,30349500000000.0,-1.458133993,4457495.851,0.017106077,0.395683461,0.395683461,0.105825441,2
317346473.2,1.000675015,14957.30667,28481500000000.0,-1.582959155,4208410.724,28499500000000.0,-1.582228194,4210315.054,0.011399809,0.33333334,0.33333334,0.084206301,1
426378320.2,1.000803958,17772.03574,30365100000000.0,-1.456165983,4460241.144,30385600000000.0,-1.455369024,4462391.743,0.01725029,0.397111918,0.397111918,0.106324135,2
335827009.3,1.000668967,15405.13561,28528900000000.0,-1.598189337,4209122.804,28547000000000.0,-1.597453506,4211037.691,0.011216209,0.330363406,0.330363406,0.083470364,0
335431135.8,1.00066837,15394.24868,28520000000000.0,-1.598889238,4207891.167,28538000000000.0,-1.598153688,4209805.79,0.011192512,0.330066022,0.330066022,0.083370829,0
428362906.8,1.000806874,17821.07169,30401300000000.0,-1.453392926,4465158.718,30421800000000.0,-1.452594686,4467320.553,0.017396222,0.398550734,0.398550734,0.106827231,2
335871085.4,1.000669049,15406.34576,28529900000000.0,-1.598111534,4209259.656,28547900000000.0,-1.597375673,4211174.572,0.011218846,0.330396489,0.330396489,0.083481434,0
315664280.4,1.000675053,14923.9351,28472600000000.0,-1.581812535,4208066.588,28490500000000.0,-1.581082564,4209972.311,0.011396215,0.333333352,0.333333352,0.084199446,1
430363060.5,1.000809802,17870.45016,30437500000000.0,-1.450610438,4470097.169,30458200000000.0,-1.449810909,4472259.651,0.017543898,0.400000008,0.400000008,0.107334232,2
335915183.6,1.000669139,15407.55611,28530900000000.0,-1.598033724,4209396.507,28548900000000.0,-1.597297832,4211311.452,0.011221485,0.330429579,0.330429579,0.083492507,0
432379050.8,1.00081275,17920.12083,30474000000000.0,-1.447818449,4475033.609,30494600000000.0,-1.447017623,4477206.391,0.017693347,0.401459861,0.401459861,0.107845117,2
434410947.0,1.000815722,17969.93354,30510500000000.0,-1.445016888,4480014.422,30531200000000.0,-1.444214756,4482188.801,0.017844595,0.402930408,0.402930408,0.108360608,2
335959242.4,1.000669172,15408.76508,28531900000000.0,-1.597955908,4209533.358,28549900000000.0,-1.597219984,4211448.332,0.011224124,0.330462655,0.330462655,0.083503582,0
313895985.5,1.000675037,14889.07552,28463400000000.0,-1.58054433,4207804.622,28481300000000.0,-1.579815453,4209703.821,0.011392531,0.333333344,0.333333344,0.084194076,1
436459109.0,1.000818722,18020.35133,30547200000000.0,-1.442205683,4484994.08,30567900000000.0,-1.441402238,4487169.073,0.017997672,0.404411772,0.404411772,0.108879838,2
335475141.4,1.000668466,15395.4603,28521000000000.0,-1.598811499,4208028.014,28539000000000.0,-1.598075919,4209942.667,0.011195141,0.330099049,0.330099049,0.083381879,0
336003288.2,1.000669356,15409.98071,28532900000000.0,-1.597878083,4209670.211,28550900000000.0,-1.597142128,4211585.214,0.011226764,0.330495796,0.330495796,0.083514659,0
312048299.8,1.000675045,14852.8208,28454000000000.0,-1.579143564,4207632.561,28471900000000.0,-1.578415882,4209532.104,0.011388765,0.333333346,0.333333346,0.084190642,1
336047309.2,1.000669353,15411.20846,28533900000000.0,-1.597800252,4209807.063,28551900000000.0,-1.597064266,4211722.096,0.011229405,0.330528872,0.330528872,0.083525739,0
336091414.5,1.000669481,15412.43803,28534900000000.0,-1.597722414,4209943.918,28552900000000.0,-1.596986396,4211858.98,0.011232046,0.330562004,0.330562004,0.08353682,0
336135546.3,1.000669455,15413.66791,28535900000000.0,-1.597644568,4210080.773,28553900000000.0,-1.59690852,4211995.863,0.011234689,0.330595086,0.330595086,0.083547904,0
310110176.6,1.000675042,14815.0171,28444400000000.0,-1.577601417,4207552.417,28462300000000.0,-1.576875051,4209444.618,0.011384928,0.333333341,0.333333341,0.084188892,1
336179540.3,1.000669509,15414.89387,28536900000000.0,-1.597566716,4210217.625,28554900000000.0,-1.596830636,4212132.744,0.011237333,0.330628201,0.330628201,0.08355899,0
336223837.0,1.000669693,15416.12726,28537900000000.0,-1.597488856,4210354.483,28555900000000.0,-1.596752744,4212269.632,0.011239977,0.330661377,0.330661377,0.083570079,0
438523516.0,1.00082174,18070.82819,30584000000000.0,-1.43938476,4489994.161,30604800000000.0,-1.438579993,4492180.45,0.018152604,0.405904063,0.405904063,0.109403657,2
336267890.6,1.000669761,15417.35403,28538900000000.0,-1.597410989,4210491.339,28556900000000.0,-1.596674846,4212406.516,0.011242622,0.330694513,0.330694513,0.083581169,0
333976380.5,1.000674993,15316.81881,28580100000000.0,-1.590610069,4217160.902,28598200000000.0,-1.589872194,4219087.576,0.011439283,0.333333343,0.333333343,0.084381752,1
336311965.3,1.000669799,15418.58097,28539900000000.0,-1.597333115,4210628.192,28557900000000.0,-1.596596941,4212543.399,0.011245268,0.330727644,0.330727644,0.083592262,0
440604497.1,1.000824783,18121.68538,30620900000000.0,-1.436554047,4495017.135,30641800000000.0,-1.43574795,4497204.032,0.018309423,0.407407415,0.407407415,0.109931654,2
336356185.4,1.000669899,15419.81129,28540900000000.0,-1.597255233,4210765.05,28558900000000.0,-1.596519028,4212680.286,0.011247915,0.330760805,0.330760805,0.083603357,0
442702269.2,1.000827841,18172.83679,30658000000000.0,-1.433713468,4500037.73,30678900000000.0,-1.432906032,4502235.843,0.018468156,0.408921939,0.408921939,0.110463779,2
336400252.3,1.000669966,15421.0373,28541900000000.0,-1.597177345,4210901.905,28559900000000.0,-1.596441109,4212817.17,0.011250563,0.330793962,0.330793962,0.083614455,0
444816888.3,1.000830927,18224.08,30695200000000.0,-1.430862949,4505104.011,30716200000000.0,-1.430054166,4507302.822,0.018628835,0.410447766,0.410447766,0.111000741,2
446948567.2,1.000834036,18275.91281,30732600000000.0,-1.428002413,4510167.893,30753600000000.0,-1.427192273,4512367.273,0.018791491,0.411985027,0.411985027,0.111541663,2
308090118.8,1.000675038,14775.76322,28434700000000.0,-1.575906289,4207599.72,28452600000000.0,-1.575181353,4209491.214,0.011381034,0.33333334,0.33333334,0.084189824,1
305976985.5,1.000675044,14734.76649,28424800000000.0,-1.574047815,4207758.367,28442700000000.0,-1.573324447,4209648.538,0.011377094,0.333333343,0.333333343,0.084192971,1
303778376.3,1.000675075,14692.14747,28414900000000.0,-1.572014314,4208045.251,28432800000000.0,-1.571292645,4209932.866,0.011373125,0.333333353,0.333333353,0.084198657,1
333303496.3,1.000674995,15299.8898,28575800000000.0,-1.590447888,4216625.676,28593900000000.0,-1.589710173,4218551.669,0.011437554,0.333333341,0.333333341,0.084371033,1
301485047.7,1.000675051,14647.80879,28405000000000.0,-1.569793174,4208496.858,28422900000000.0,-1.569073356,4210376.032,0.011369142,0.333333341,0.333333341,0.084207521,1
299102530.6,1.000675055,14601.61627,28395100000000.0,-1.567372836,4209101.887,28412900000000.0,-1.56665502,4210978.091,0.011365163,0.333333341,0.333333341,0.084219562,1
336444484.9,1.000670029,15422.26721,28542900000000.0,-1.597099449,4211038.765,28560900000000.0,-1.596363181,4212954.059,0.011253212,0.330827123,0.330827123,0.083625554,0
449097476.4,1.000837166,18327.83411,30770000000000.0,-1.425131782,4515255.934,30791100000000.0,-1.424320279,4517466.667,0.018956154,0.413533839,0.413533839,0.112087519,2
336488630.4,1.000669983,15423.49451,28543900000000.0,-1.597021547,4211175.62,28561900000000.0,-1.596285248,4213090.942,0.011255862,0.330860245,0.330860245,0.083636656,0
336532755.0,1.000670043,15424.7209,28544900000000.0,-1.596943636,4211312.48,28562900000000.0,-1.596207306,4213227.831,0.011258512,0.330893419,0.330893419,0.08364776,0
336576950.1,1.000670116,15425.94874,28545900000000.0,-1.596865719,4211449.338,28563900000000.0,-1.596129357,4213364.719,0.011261164,0.330926604,0.330926604,0.083658866,0
451264013.0,1.000840327,18380.11228,30807700000000.0,-1.42225098,4520363.176,30828800000000.0,-1.421438102,4522574.47,0.019122858,0.415094345,0.415094345,0.112637704,2
453448242.8,1.000843506,18432.84763,30845400000000.0,-1.419359926,4525474.117,30866600000000.0,-1.418545666,4527696.784,0.019291634,0.416666673,0.416666673,0.11319242,2
296624200.0,1.000675063,14553.64548,28385200000000.0,-1.564738202,4209877.946,28403000000000.0,-1.564022555,4211750.571,0.011361207,0.333333342,0.333333342,0.084235011,1
332575221.1,1.000675012,15282.13479,28571200000000.0,-1.590256354,4216056.998,28589200000000.0,-1.589518829,4217981.973,0.0114357,0.333333349,0.333333349,0.084359639,1
294052972.4,1.000675107,14503.67596,28375400000000.0,-1.561878052,4210837.056,28393200000000.0,-1.561164746,4212705.507,0.011357293,0.333333359,0.333333359,0.08425411,1
291384956.1,1.000675105,14451.70823,28365900000000.0,-1.558774466,4211998.201,28383600000000.0,-1.558063685,4213861.87,0.011353447,0.333333357,0.333333357,0.084277237,1
288620719.8,1.00067507,14397.68133,28356500000000.0,-1.555416788,4213370.485,28374200000000.0,-1.554708726,4215228.771,0.011349686,0.333333341,0.333333341,0.084304575,1
455650174.4,1.000846714,18485.68732,30883300000000.0,-1.416458541,4530624.782,30904600000000.0,-1.41564289,4532847.998,0.019462516,0.418250956,0.418250956,0.113752079,2
336621238.2,1.000670233,15427.17861,28546900000000.0,-1.596787794,4211586.199,28564900000000.0,-1.596051401,4213501.609,0.011263816,0.330959813,0.330959813,0.083669975,0
336665330.3,1.000670242,15428.40307,28547900000000.0,-1.596709863,4211723.057,28565900000000.0,-1.595973439,4213638.495,0.011266469,0.330992987,0.330992987,0.083681085,0
457870366.8,1.000849939,18539.00849,30921400000000.0,-1.413546744,4535772.513,30942700000000.0,-1.412729692,4537996.246,0.019635539,0.419847333,0.419847333,0.114315936,2
336709652.6,1.000670348,15429.63308,28548900000000.0,-1.596631924,4211859.917,28566900000000.0,-1.595895469,4213775.384,0.011269123,0.331026203,0.331026203,0.083692198,0
460108829.6,1.000853192,18592.58062,30959500000000.0,-1.410624453,4540953.905,30980900000000.0,-1.409805992,4543189.049,0.019810736,0.421455944,0.421455944,0.11488524,2
285759321.8,1.000675107,14341.47676,28347400000000.0,-1.551783934,4214974.543,28365100000000.0,-1.551078792,4216826.837,0.011346044,0.333333353,0.333333353,0.084336537,1
